AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
NC3,Shelby Municipal,35.25555556,-81.60083333
NC3,Shelby-Cleveland County Regional,35.25583333,-81.60083333
NC4,Currituck County Regional,36.39888889,-76.01611111
NC4,Currituck County Regional,36.4,-76.01555556
NC5,Duplin County,35.0,-77.98166667
NCA,North Caicos Airport,21.91666667,-71.9425
NCA,North Caicos Airport,21.9175,-71.93944444
NCA,North Caicos International,21.9175,-71.93972222
NCA,North Caicos Airport,21.9175,-71.93944444
NCA,North Caicos International,21.9175,-71.93972222
NCA,North Caicos International,21.91722222,-71.94055556
NCE,Cote d'Azur,43.66388889,7.2175
NCE,Cote d'Azur,43.65833333,7.21583333
NCE,Nice Cote d'Azur,43.65833333,7.21583333
NCE,Cote D Azur,43.65833333,7.21583333
NCE,Nice Cote D Azur,43.65833333,7.21583333
NCE,Nice Cote D Azur,43.65805556,7.21555556
NCH,Nachingwea Airport,-10.36388889,38.775
NCH,Nachingwea Airport,-10.35833333,38.78027778
NCH,Nachingwea Airport,-10.35861111,38.78027778
NCI,Necocli Airport,8.45638889,-76.77944444
NCI,Necocli Airport,8.45333333,-76.77888889
NCL,Newcastle/Woolsington,55.03777778,-1.68666667
NCL,Newcastle Airport,55.03777778,-1.68666667
NCL,Newcastle Airport,55.0375,-1.69166667
NCL,Newcastle Airport,55.03805556,-1.68972222
NCL,Newcastle Airport,55.0375,-1.69166667
NCL,Newcastle Airport,55.03805556,-1.68972222
NCL,Newcastle Airport,55.03777778,-1.68972222
NCN,Chenega Bay,60.07722222,-147.99194444
NCN,Chenega Bay,60.07861111,-147.99472222
NCN,Chenega Bay,60.07722222,-147.99194444
NCN,Chenega Bay,60.07861111,-147.99472222
NCO,Quonset State Air Reserve National Guard Helipad,41.59944444,-71.41666667
NCP,Cubi Point NAS,14.79444444,120.27138889
NCQ,Dobbins ARB,33.91527778,-84.51638889
NCQ,Dobbins ARB,33.91444444,-84.51416667
NCQ,Dobbins ARB,33.91527778,-84.51638889
NCQ,Dobbins ARB,33.91444444,-84.51416667
NCS,Newcastle Airport,-27.77416667,29.99
NCS,Newcastle Airport,-27.77055556,29.97666667
NCT,Nicoya Airport,10.13888889,-85.445
NCT,Nicoya Airport,10.13972222,-85.44527778
NCT,Nicoya Airport,10.13944444,-85.44555556
NCT,Miguel Angel Castillo Zumbado,10.13944444,-85.44555556
NCT,Nicoya Airport,10.13972222,-85.44527778
NCT,Miguel Angel Castillo Zumbado,10.13944444,-85.44555556
NCU,Nukus Airport,42.48666667,59.62277778
NCU,Nukus Airport,42.48916667,59.62277778
NCY,Meythet,45.93055556,6.10083333
NCY,Meythet,45.92916667,6.09888889
NCY,Annecy Meythet,45.92916667,6.09888889
NCY,Meythet,45.92916667,6.09888889
NCY,Annecy Meythet,45.92916667,6.09888889
ND1,Hamry Field,46.64888889,-96.99861111
ND1,Hamry Field,46.64861111,-96.99888889
ND1,Robert Odegaard Field,46.64861111,-96.99888889
ND1,Hamry Field,46.64861111,-96.99888889
ND1,Robert Odegaard Field,46.64861111,-96.99888889
NDB,Nouadhibou Airport,20.93416667,-17.02833333
NDB,Nouadhibou Airport,20.93305556,-17.03
NDC,Nanded Airport,19.18138889,77.32555556
NDJ,Ndjamena Airport,12.13472222,15.035
NDJ,Ndjamena Hassan Djamous,12.13361111,15.03388889
NDJ,Hassan Djamous,12.13361111,15.03388889
NDJ,Ndjamena Hassan Djamous,12.13361111,15.03388889
NDJ,Hassan Djamous,12.13361111,15.03388889
NDL,Ndele Airport,8.42666667,20.63166667
NDL,Ndele Airport,8.42666667,20.63166667
NDL,Ndele Airport,8.42694444,20.635
NDL,Ndele Airport,8.42666667,20.63527778
NDR,El Aroui International,34.98916667,-3.02777778
NDZ,Nordholz Airport,53.76888889,8.65833333
NDZ,Nordholz-Spieka,53.76888889,8.65833333
NDZ,Nordholz-Spieka,53.76638889,8.6425
NDZ,Nordholz-Spieka,53.76694444,8.6425
NDZ,Nordholz-Spieka,53.76888889,8.64222222
NDZ,Nordholz-Spieka,53.76638889,8.6425
NDZ,Nordholz-Spieka,53.76888889,8.64222222
NDZ,Nordholz-Spieka,53.76861111,8.6425
NE1,Quinn Field,40.92638889,-100.14833333
NE1,Quinn Field,40.92555556,-100.14666667
NE1,Gothenburg Municipal,40.92555556,-100.14666667
NE1,Quinn Field,40.92555556,-100.14666667
NE1,Gothenburg Municipal,40.92555556,-100.14666667
NE2,Blair Municipal,41.41805556,-96.11361111
NE2,Blair Municipal,41.41472222,-96.10888889
NE2,Blair Exec,41.41472222,-96.10888889
NEA,Glynco NAS,31.25055556,-81.47611111
NEG,Negril Airport,18.30833333,-78.33333333
NEG,Negril Airport,18.34444444,-78.33638889
NEG,Negril Airport,18.34194444,-78.33416667
NEG,Negril Airport,18.34444444,-78.33638889
NEG,Negril Airport,18.34194444,-78.33416667
NEL,Lakehurst Naec,40.02333333,-74.39916667
NEL,Lakehurst/Maxfield Field,40.035,-74.35222222
NER,Neryungri Airport,56.9,124.88333333
NET,New Bight Airport,24.31527778,-75.45416667
NEU,Sam Neua Airport,20.41472222,104.06861111
NEU,Sam Neua Airport,20.41833333,104.06666667
NEU,Sam Neua Airport,20.41833333,104.06611111
NEU,Samneua,20.41833333,104.06611111
NEU,Sam Neua Airport,20.41833333,104.06666667
NEU,Samneua,20.41833333,104.06611111
NEV,Newcastle,17.205,-62.5925
NEV,Newcastle,17.205,-62.5925
NEV,Vance Winkworth Amory International,17.20555556,-62.59388889
NEV,Vance Winkworth Amory International,17.20555556,-62.59
NEV,Vance Winkworth Amory,17.20555556,-62.59
NEV,Vance Winkworth Amory International,17.20555556,-62.59388889
NEV,Vance Winkworth Amory,17.20555556,-62.59
NEW,Lakefront,30.03944444,-90.02666667
NEW,Lakefront,30.0425,-90.02833333
NEW,Lakefront,30.04194444,-90.02777778
NFL,Fallon NAS,39.41666667,-118.7
NFL,Fallon NAS,39.41777778,-118.69861111
NGA,Young Airport,-34.25833333,148.25
NGA,Young Airport,-34.25555556,148.24805556
NGA,Young Airport,-34.25555556,148.24722222
NGB,Lishe,29.82666667,121.46194444
NGB,Ningbo Lishe International,29.82666667,121.46194444
NGC,North Rim,36.18333333,-112.13333333
NGD,Anegada Airport,18.71666667,-64.3
NGD,Anegada Airport,18.72777778,-64.32777778
NGD,Anegada Airport,18.72777778,-64.32861111
NGD,Auguste George,18.7275,-64.32888889
NGD,Anegada Airport,18.72777778,-64.32777778
NGD,Auguste George,18.7275,-64.32888889
NGE,N'Gaoundere Airport,7.35638889,13.56138889
NGE,N'Gaoundere Airport,7.35694444,13.55916667
NGF,Kaneohe Bay MCAS,21.45055556,-157.76805556
NGM,Agana NAS,13.44972222,144.75
NGM,Agana NAS,13.44972222,144.75
NGO,Nagoya Airport,35.255,136.92444444
NKM,Nagoya - Komaki,35.255,136.92444444
NKM,Nagoya Airport,35.25555556,136.92444444
NGP,Corpus Christi NAS,27.69277778,-97.29111111
NGP,Corpus Christi NAS,27.69277778,-97.29027778
NGS,Nagasaki Airport,32.91361111,129.91583333
NGS,Nagasaki Airport,32.91694444,129.91361111
NGS,Nagasaki Airport,32.91694444,129.91333333
NGS,Nagasaki Airport,32.91694444,129.91361111
NGS,Nagasaki Airport,32.91694444,129.91333333
NGU,Norfolk NAS,36.93722222,-76.29055556
NGU,Norfolk NS,36.93777778,-76.28916667
NGU,Norfolk NS,36.9375,-76.28916667
NGU,Norfolk NS,36.93777778,-76.28916667
NGU,Norfolk NS,36.9375,-76.28916667
NGZ,Alameda NAS,37.79055556,-122.32555556
NHA,Nha Trang,12.22777778,109.19388889
NHA,Nha Trang,12.22777778,109.19388889
NHA,Nha Trang,12.2275,109.19222222
NHA,Nha Trang,12.2275,109.1925
NHA,Nha Trang,12.2275,109.19222222
NHD,Minhad AB,25.02694444,55.36638889
NHD,Minhad AB,25.04416667,55.35027778
NHD,Minhad AB,25.02694444,55.36638889
NHK,Patuxent River NAS,38.29166667,-76.41638889
NHK,Patuxent River NAS,38.28888889,-76.41
NHK,Patuxent River NAS,38.28638889,-76.41
NHK,Patuxent River NAS,38.28888889,-76.41
NHK,Patuxent River NAS,38.28638889,-76.41
NHT,RAF Northolt,51.55305556,-0.41805556
NHT,RAF Northolt,51.55305556,-0.41833333
NHT,RAF Northolt,51.55277778,-0.41972222
NHT,RAF Northolt,51.55305556,-0.41833333
NHT,RAF Northolt,51.55277778,-0.41972222
NHT,RAF Northolt,51.55277778,-0.41944444
NHV,Nuku Hiva Fr.Poly.,-8.78333333,-140.16666667
NHZ,Brunswick NAS,43.89222222,-69.93916667
NHZ,Brunswick Executive,43.8925,-69.93888889
NHZ,Brunswick Executive,43.89222222,-69.93888889
NHZ,Brunswick Executive,43.8925,-69.93888889
NHZ,Brunswick Executive,43.89222222,-69.93888889
NIA,Nimba Airport,7.49361111,-8.58361111
NIA,Nimba Airport,7.49361111,-8.58416667
NIB,Nikolai Airport,63.01805556,-154.37916667
NIB,Nikolai Airport,63.01861111,-154.35833333
NIC,Nicosia Airport,35.15111111,33.27222222
NIC,Nicosia Airport,35.15555556,33.27333333
NIC,Nicosia Airport,35.155,33.27305556
NIE,Niblack Airport,55.06666667,-132.14583333
NIG,Nikunau Airport,-1.31111111,176.40833333
NIG,Nikunau Airport,-1.31472222,176.40972222
NIG,Nikunau Airport,-1.31444444,176.41
NIM,Diori Hamani,13.48222222,2.18333333
NIM,Diori Hamani,13.48388889,2.18638889
NIN,Ninilchik Airport,60.01888889,-151.5875
NIN,Ninilchik Airport,60.02027778,-151.58944444
NIP,Jacksonville NAS,30.23416667,-81.67527778
NIP,Jacksonville NAS,30.23388889,-81.675
NIP,Jacksonville NAS,30.23361111,-81.67611111
NIP,Jacksonville NAS,30.23388889,-81.675
NIP,Jacksonville NAS,30.23361111,-81.67611111
NIP,Jacksonville NAS,30.23416667,-81.67527778
NIP,Jacksonville NAS,30.23361111,-81.67611111
NIP,Jacksonville NAS,30.23166667,-81.67861111
NIT,Niort Airport,46.31666667,-0.45
NIX,Nioro Airport,15.23916667,-9.57722222
NIX,Nioro Airport,15.23888889,-9.57638889
NIX,Nioro Airport,15.23916667,-9.57638889
NIX,Nioro Airport,15.23888889,-9.57638889
NIX,Nioro Airport,15.23916667,-9.57638889
NIX,Nioro Airport,15.23888889,-9.57638889
NJ1,Camden County,39.77833333,-74.94777778
NJ1,Pine Valley,39.77833333,-74.94777778
NJ2,Eagles Nest,39.66638889,-74.30805556
NJ2,Eagles Nest,39.665,-74.3075
NJ2,Eagles Nest,39.66555556,-74.30805556
NJ2,Eagles Nest,39.665,-74.3075
NJ2,Eagles Nest,39.66555556,-74.30805556
NJA,Atsugi NAF,35.45138889,139.45333333
NJA,Atsugi NAF,35.45472222,139.45
NJC,Nizhnevartovsk Airport,60.95,76.48333333
NJC,Nizhnevartovsk Airport,60.94972222,76.48305556
NJC,Nizhnevartovsk Airport,60.94861111,76.48055556
NJC,Nizhnevartovsk Airport,60.94972222,76.48305556
NJC,Nizhnevartovsk Airport,60.94861111,76.48055556
NJK,El Centro NAF,32.8275,-115.66888889
NJK,El Centro NAF,32.82916667,-115.67166667
NJK,El Centro NAF,32.82666667,-115.66861111
NKA,Nkan Airport,0.7,9.98333333
NKC,Nouakchott Airport,18.09194444,-15.95194444
NKC,Nouakchott Airport,18.09777778,-15.94805556
NKG,Lukou,31.74222222,118.86194444
NKG,Lukou,31.73222222,118.86305556
NKG,Lukou,31.74222222,118.86194444
NKG,Lukou,31.73222222,118.86305556
NKI,Naukiti Airport,55.875,-133.22083333
NGO,Chubu Centrair International,34.85833333,136.80527778
NKN,Nankina Airport,-5.83333333,146.45833333
NKN,Nankina Airport,-5.83527778,146.4525
NKN,Nankina Airport,-5.83666667,146.45333333
NKN,Nankina Airport,-5.83527778,146.4525
NKN,Nankina Airport,-5.83666667,146.45333333
NKS,Nkongsamba Airport,4.935,9.93666667
NKT,Cherry Point MCAS,34.9025,-76.88138889
N1C,Cherry Point MCAS,34.90083333,-76.88083333
N1C,Cherry Point MCAS,34.90305556,-76.88083333
N1C,Cherry Point MCAS,34.90083333,-76.88083333
N1C,Cherry Point MCAS,34.90305556,-76.88083333
NKV,Nichin Cove Seaplane Base,55.85,-133.21666667
NKW,Diego Garcia Nsf,-7.31277778,72.41083333
NKW,Diego Garcia Nsf,-7.31333333,72.41111111
NKX,Miramar NAS,32.86916667,-117.14361111
NKX,Miramar MCAS,32.86833333,-117.14166667
NKX,Miramar MCAS,32.86861111,-117.14305556
NKX,Miramar MCAS,32.86833333,-117.14166667
NKX,Miramar MCAS,32.86861111,-117.14305556
NKX,Miramar MCAS,32.86861111,-117.1425
NLA,Ndola Airport,-12.99583333,28.66305556
NLA,Ndola Airport,-12.99805556,28.665
NLA,Ndola International,-12.99805556,28.665
NLA,Ndola Airport,-12.99805556,28.665
NLA,Ndola Airport,-12.99833333,28.665
NLA,Ndola Airport,-12.99805556,28.665
NLA,Ndola Airport,-12.99833333,28.665
NLC,Lemoore NAS,36.33305556,-119.95222222
NLC,Lemoore NAS,36.33305556,-119.95194444
NLC,Lemoore NAS,36.33305556,-119.95222222
NLC,Lemoore NAS,36.33305556,-119.95194444
NLC,Lemoore NAS,36.33305556,-119.95222222
NLD,Nuevo Laredo International,27.43472222,-99.56666667
NLD,Quetzalcoatl International,27.44333333,-99.57
NLD,Nuevo Laredo Airport,27.44333333,-99.57
NLG,Nelson Lagoon Airport,56.0075,-161.1675
NLG,Nelson Lagoon Airport,56.0075,-161.16027778
NLK,Norfolk Island International,-29.0425,167.93944444
NLK,Norfolk Island International,-29.0425,167.93944444
NLK,Norfolk Island International,-29.04166667,167.93861111
NLK,Norfolk Island International,-29.0425,167.93805556
NLK,Norfolk Island Airport,-29.0425,167.93805556
NLK,Norfolk Island International,-29.04166667,167.93861111
NLK,Norfolk Island Airport,-29.0425,167.93805556
NLK,Norfolk Island Airport,-29.04194444,167.93944444
NLO,N'Dolo,-4.325,15.32638889
NLO,N'Dolo,-4.32666667,15.32722222
NLO,N'Dolo,-4.32666667,15.32694444
NLP,Nelspruit Airport,-25.50083333,30.91388889
NLP,Nelspruit Airport,-25.50083333,30.91361111
NLP,Nelspruit Airport,-25.50055556,30.91361111
NLS,Nicholson Station,-18.05083333,128.89583333
NMC,Norman's Cay Airport,24.59361111,-76.82
NMC,Norman's Cay Airport,24.59416667,-76.82027778
NMC,Norman's Cay Airport,24.59638889,-76.81888889
NMC,Norman's Cay Airport,24.59416667,-76.82027778
NMC,Norman's Cay Airport,24.59638889,-76.81888889
NME,Nightmute Airport,60.49166667,-164.72083333
NME,Nightmute Airport,60.47111111,-164.70083333
NME,Nightmute Airport,60.46916667,-164.70416667
NME,Nightmute Airport,60.47111111,-164.70083333
NME,Nightmute Airport,60.46916667,-164.70416667
NMG,San Miguel Airport,8.45611111,-78.93472222
NMG,San Miguel Airport,8.45638889,-78.93416667
NNA,Kenitra Airport,34.29888889,-6.59583333
NNA,Kenitra Airport,34.30138889,-6.6
NNA,Kenitra Airport,34.30166667,-6.6
NNA,Kenitra Airport,34.29888889,-6.59583333
NNA,Kenitra Airport,34.30166667,-6.6
NNA,Kenitra Airport,34.29916667,-6.59555556
NNG,Wuxu,22.60861111,108.17555556
NNG,Nanning Wuxu International,22.60861111,108.17555556
NNG,Wuxu,22.60027778,108.18166667
NNK,Naknek Airport,58.73277778,-157.02
NNK,Naknek Airport,58.73472222,-157.02527778
NNK,Naknek Airport,58.73277778,-157.02
NNK,Naknek Airport,58.73472222,-157.02527778
NNL,Nondalton Airport,59.97805556,-154.84138889
NNL,Nondalton Airport,59.98027778,-154.83916667
NNU,Nanuque Airport,-17.81666667,-40.33333333
NNU,Nanuque Airport,-17.82305556,-40.32972222
NNY,Nanyang East,32.98083333,112.61583333
NNY,Nanyang East,32.98277778,112.6175
NNY,Nanyang East,32.98083333,112.61583333
NNY,Nanyang East,32.98277778,112.6175
NOA,Nowra Airport,-34.95055556,150.5375
NOA,Nowra Airport,-34.94888889,150.53694444
NOA,Nowra Airport,-34.94861111,150.53694444
NOC,Ireland West Airport Knock,53.91,-8.81777778
NOC,Ireland West Airport Knock,53.91027778,-8.81861111
NOC,Ireland West Airport Knock,53.91027778,-8.81833333
NOG,Nogales International,31.22916667,-110.97611111
NOG,Nogales International,31.22638889,-110.97694444
NOG,Nogales International,31.22777778,-110.97527778
NOG,Nogales International,31.22638889,-110.97694444
NON,Nonouti Airport,-0.63694444,174.43861111
NON,Nonouti Airport,-0.63972222,174.42777778
NOP,Nab,10.33333333,123.9
NOR,Nordfjordur Airport,65.13277778,-13.74194444
NOR,Nordfjordur Airport,65.13194444,-13.74638889
NOR,Nordfjordur Airport,65.13194444,-13.74527778
NOR,Nordfjordur Airport,65.13166667,-13.74694444
NOR,Nordfjordur Airport,65.13194444,-13.74638889
NOR,Nordfjordur Airport,65.13166667,-13.74694444
NOR,Nordfjordur Airport,65.13166667,-13.7475
NOS,Nossi Be/Fascene,-13.31111111,48.31388889
NOS,Fascene,-13.31111111,48.31388889
NOS,Fascene,-13.31194444,48.31472222
NOS,Fascene,-13.31222222,48.31472222
NOS,Fascene,-13.31194444,48.31472222
NOS,Fascene,-13.31222222,48.31472222
NOT,Gnoss Field,38.14444444,-122.55805556
NOT,Gnoss Field,38.14361111,-122.55611111
NOT,Gnoss Field,38.14361111,-122.55722222
NOT,Gnoss Field,38.14361111,-122.55611111
NOT,Gnoss Field,38.14361111,-122.55722222
NOU,Tontouta,-22.01694444,166.21083333
NOU,La Tontouta,-22.01444444,166.21305556
NOU,Noumea La Tontouta,-22.01444444,166.21305556
NOU,La Tontouta,-22.01444444,166.21305556
NOU,Noumea La Tontouta,-22.01444444,166.21305556
NOV,Albano Machado,-12.80555556,15.75722222
NOV,Huambo Airport,-12.80888889,15.76055556
NPA,Pensacola NAS Forrest Sherman Field,30.35277778,-87.32027778
NPA,Pensacola NAS,30.35333333,-87.31805556
NPE,Napier Airport,-39.46805556,176.86527778
NPE,Napier Airport,-39.46888889,176.86722222
NPE,Napier Airport,-39.46972222,176.86722222
NPE,Napier Airport,-39.46888889,176.86722222
NPE,Napier Airport,-39.46972222,176.86722222
NPL,New Plymouth Airport,-39.01,174.17638889
NPL,New Plymouth Airport,-39.00805556,174.17694444
NPT,Newport State,41.53083333,-71.2825
NPT,Newport State,41.5325,-71.28166667
NPT,Newport State,41.5325,-71.28222222
NPT,Newport State,41.5325,-71.28166667
NQA,Millington Regional Jetport,35.35666667,-89.87027778
NQA,Millington Regional Jetport,35.35666667,-89.87055556
NQA,Millington Regional Jetport,35.35666667,-89.87027778
NQA,Millington Regional Jetport,35.35666667,-89.87055556
NQA,Millington Memphis,35.35666667,-89.87055556
NQI,Kingsville NAS,27.50694444,-97.80944444
NQI,Kingsville NAS,27.50444444,-97.80833333
NQI,Kingsville NAS,27.50777778,-97.80944444
NQN,Presidente Peron,-38.95,-68.15222222
NQN,Presidente Peron,-38.94916667,-68.15583333
NQN,Presidente Peron,-38.94888889,-68.15583333
NQN,Presidente Peron,-38.94916667,-68.15583333
NQN,Presidente Peron,-38.94888889,-68.15583333
NQX,Key West NAS,24.57527778,-81.68916667
NQX,Key West NAS,24.57583333,-81.68888889
NQX,Key West NAS,24.57472222,-81.68666667
NQX,Key West NAS,24.57583333,-81.68888889
NQX,Key West NAS,24.57472222,-81.68666667
NQY,St Mawgan,50.43944444,-4.99472222
NQY,Newquay Airport,50.44055556,-4.99583333
NQY,Newquay Airport,50.44083333,-4.99527778
NQY,Newquay Airport,50.44055556,-4.99583333
NQY,Newquay Airport,50.44083333,-4.99527778
NRA,Narrandera Airport,-34.70166667,146.525
NRA,Narrandera Airport,-34.70222222,146.51222222
NRA,Narrandera Airport,-34.69916667,146.51055556
NRB,Mayport NS,30.39166667,-81.42388889
NRB,Mayport NS,30.39138889,-81.42444444
NRI,Grand Lake Regional,36.57722222,-94.86138889
NRI,Grand Lake Regional,36.5775,-94.86194444
NRK,Kungsangen,58.58888889,16.25
NRK,Kungsangen,58.58583333,16.25055556
NRL,North Ronaldsay Airport,59.37027778,-2.43333333
NRL,North Ronaldsay Airport,59.3675,-2.43444444
NRL,North Ronaldsay Airport,59.3675,-2.43472222
NRL,North Ronaldsay Airport,59.3675,-2.43444444
NRL,North Ronaldsay Airport,59.3675,-2.43472222
NRL,North Ronaldsay Airport,59.3675,-2.43138889
NRR,Roosevelt Roads NAS,18.24972222,-65.63555556
NRR,Roosevelt Roads NAS,18.24972222,-65.63555556
NRT,Narita International,35.76388889,140.39111111
NRT,Narita International,35.77694444,140.3825
NRT,Narita International,35.76527778,140.38555556
NRT,Narita International,35.77722222,140.38222222
NRT,Narita International,35.77694444,140.3825
NRT,Narita International,35.77722222,140.38222222
NRT,Narita International,35.77694444,140.3825
NRT,Narita International,35.77722222,140.38222222
NSA,Noosa Aust.,-26.38333333,153.15
NSB,North Seaplane Base,25.72916667,-79.28888889
NSE,Whiting Field NAS North,30.72388889,-87.02194444
NSE,Whiting Field NAS North,30.72416667,-87.02194444
NSE,Whiting Field NAS North,30.7225,-87.02388889
NSF,Andrews NAF,38.81083333,-76.86722222
NSF,Andrews AFB,38.81083333,-76.86694444
NSF,Joint Base Andrews,38.81083333,-76.86694444
NSF,Andrews AFB,38.81083333,-76.86694444
NSF,Joint Base Andrews,38.81083333,-76.86694444
NSI,Nsimalen,3.71944444,11.55194444
NSI,Yaounde Nsimalen,3.7225,11.55333333
NSL,NASA Shuttle Landing Facility,28.61472222,-80.69472222
NSL,NASA Shuttle Landing Facility,28.615,-80.69444444
1FL,NASA Shuttle Landing Facility,28.615,-80.69444444
1FL,Space Florida Launch Landing Facility,28.615,-80.69444444
NSN,Nelson Airport,-41.3,173.21944444
NSN,Nelson Airport,-41.29694444,173.22416667
NSN,Nelson Airport,-41.29555556,173.22222222
NSN,Nelson Airport,-41.29694444,173.22416667
NSO,Scone Airport,-32.03611111,150.8325
NSO,Scone Airport,-32.03722222,150.83222222
NSO,Scone Airport,-32.03805556,150.83222222
NST,Nakhon Si Thammarat Airport,8.53972222,99.94472222
NSY,Sigonella Airport,37.40166667,14.92222222
NSY,Sigonella Airport,37.4025,14.9225
NSY,Sigonella Airport,37.40277778,14.92083333
NT1,Snap Lake Mine/Debeers,63.585,-110.9
NTD,Point Mugu NAS,34.12027778,-119.12
NTD,Point Mugu NAS,34.12027778,-119.12083333
NTD,Point Mugu NAS,34.11916667,-119.11972222
NTD,Point Mugu NAS,34.12027778,-119.12083333
NTD,Point Mugu NAS,34.11916667,-119.11972222
NTD,Point Mugu NAS,34.12027778,-119.12083333
NTE,Nantes Chateau Bougon,47.15833333,-1.60972222
NTE,Nantes Atlantique,47.15833333,-1.60972222
NTE,Nantes Atlantique,47.15305556,-1.61083333
NTL,Williamtown,-32.79583333,151.83333333
NTL,Williamtown,-32.795,151.83444444
NTL,Williamtown,-32.79694444,151.83611111
NTL,Williamtown,-32.795,151.83444444
NTL,Williamtown,-32.79694444,151.83611111
NTL,Williamtown,-32.79611111,151.835
NTN,Normanton Airport,-17.68833333,141.06972222
NTN,Normanton Airport,-17.68361111,141.07027778
NTN,Normanton Airport,-17.685,141.07027778
NTN,Normanton Airport,-17.68361111,141.07027778
NTN,Normanton Airport,-17.685,141.07027778
NTN,Normanton Airport,-17.68722222,141.07194444
NTO,Santo Antao Airport,17.05,-25.16666667
NTQ,Noto,37.29222222,136.95888889
NTQ,Noto,37.29333333,136.96222222
NTR,Del Norte International,25.86861111,-100.2375
NTR,Del Norte International,25.86555556,-100.23722222
NTU,Oceana NAS,36.82055556,-76.03388889
NTU,Oceana NAS,36.82277778,-76.03194444
NTY,Pilanesberg International,-25.33583333,27.17055556
NTY,Pilanesberg International,-25.33388889,27.17333333
NTY,Pilanesberg International,-25.33388889,27.17361111
NTY,Pilanesberg International,-25.33388889,27.17333333
NTY,Pilanesberg International,-25.33388889,27.17361111
NUE,Nurnberg,49.49972222,11.08166667
NUE,Nurnberg,49.49861111,11.06694444
NUE,Nurnberg,49.49861111,11.0775
NUE,Nuernberg,49.49861111,11.0775
NUE,Nurnberg,49.49861111,11.0775
NUE,Nuernberg,49.49861111,11.0775
NUG,Nuguria Airport,-3.40805556,154.73833333
NUG,Nuguria Airport,-3.40527778,154.73583333
NUI,Nuiqsut Airport,70.21055556,-151.00472222
NUI,Nuiqsut Airport,70.21,-151.00555556
NUI,Nuiqsut Airport,70.20972222,-151.00638889
NUI,Nuiqsut Airport,70.21,-151.00555556
NUI,Nuiqsut Airport,70.20972222,-151.00638889
NUL,Nulato Airport,64.72777778,-158.07666667
NUL,Nulato Airport,64.72944444,-158.07416667
NUN,Saufley NAS,30.46944444,-87.33805556
NUN,Saufley Field NOLF,30.46972222,-87.33805556
NUP,Nunapitchuk Airport,60.89444444,-162.46666667
NUP,Nunapitchuk Airport,60.90611111,-162.44055556
NUQ,Moffett Field NAS,37.41527778,-122.04722222
NUQ,Moffett Field NAS,37.41527778,-122.04833333
NUQ,Moffett Federal Airfield,37.41611111,-122.04916667
NUW,Whidbey Island NAS,48.35222222,-122.65416667
NUW,Whidbey Island NAS,48.35194444,-122.65583333
NV1,Perkins Field,36.56805556,-114.44333333
NVA,La Manguita,2.95277778,-75.29805556
NVA,Benito Salas,2.95,-75.29416667
NVA,Benito Salas,2.95055556,-75.29388889
NVA,Benito Salas,2.95027778,-75.29388889
NVA,Benito Salas,2.95055556,-75.29388889
NVA,Benito Salas,2.95027778,-75.29388889
NVA,Benito Salas,2.95,-75.29416667
NVA,Benito Salas,2.95027778,-75.29388889
NVA,Benito Salas,2.95083333,-75.29388889
NVD,Nevada Municipal,37.85138889,-94.30388889
NVD,Nevada Municipal,37.85194444,-94.305
NVD,Nevada Municipal,37.8525,-94.30472222
NVK,Narvik Airport,68.425,17.425
ITJ,Navegantes,-26.86666667,-48.63333333
NVT,Ministro Victor Konder International,-26.87944444,-48.65083333
NVT,Ministro Victor Konder International,-26.88,-48.65138889
NVT,Ministro Victor Konder International,-26.87388889,-48.65055556
NVT,Ministro Victor Konder International,-26.87944444,-48.65083333
NVT,Ministro Victor Konder International,-26.88,-48.65138889
NVT,Ministro Victor Konder International,-26.87944444,-48.65083333
NVT,Ministro Victor Konder International,-26.87888889,-48.65027778
NWI,Norwich Airport,52.67583333,1.28583333
NWI,Norwich Airport,52.67583333,1.28277778
NXX,Willow Grove NAS,40.20027778,-75.14833333
NXX,Willow Grove NAS JRB,40.19972222,-75.14805556
NY1,Kingston Ulster,41.98527778,-73.96416667
NY1,Kingston Ulster,41.98527778,-73.96444444
NY2,Oswego County,43.35083333,-76.38805556
NY3,F and F Airpark Inc,42.45,-75.01638889
NYC,New York City Metropolitan Area,40.72722222,-73.92666667
NYL,Yuma MCAS/Yuma International,32.65666667,-114.60583333
NYL,Yuma MCAS/Yuma International,32.65666667,-114.60611111
NYO,Skavsta,58.78944444,16.91055556
NYO,Skavsta,58.78861111,16.91222222
NYU,Nyaung Oo,21.18138889,94.93472222
NYU,Bagan,21.18138889,94.93472222
NYU,Bagan,21.17888889,94.93027778
NZC,Cecil Field,30.21861111,-81.87666667
NZC,Cecil Field,30.21888889,-81.87722222
NZC,Cecil,30.21888889,-81.87722222
NZC,Cecil Field,30.21861111,-81.87666667
VQQ,Cecil Field,30.21861111,-81.87666667
VQQ,Cecil,30.21888889,-81.87722222
VQQ,Cecil,30.21666667,-81.875
NZJ,El Toro MCAS,33.6675,-117.71833333
NZW,South Weymouth NAS,42.14861111,-70.94027778
NZY,North Island NAS,32.69916667,-117.21444444
NZY,North Island NAS,32.69916667,-117.21527778
NZY,North Island NAS,32.69833333,-117.21305556
NZY,North Island NAS,32.69916667,-117.21527778
NZY,North Island NAS,32.69833333,-117.21305556
