id,code,dispName,lat,long
12155,HLM,Park Township,42.79583333,-86.16194444
12156,HLN,Helena Regional,46.60666667,-111.98333333
12157,HLO,Holbrook Municipal,34.93861111,-110.14027778
12163,HMN,Holloman AFB,32.86,-106.105
12165,HMS,Homeshore Airport,58.29444444,-135.34722222
12166,HMT,Hemet-Ryan,33.73416667,-117.02222222
12168,HNC,Billy Mitchell,35.23277778,-75.61777778
12171,HNH,Hoonah Airport,58.09611111,-135.40888889
12173,HNL,Daniel K Inouye International,21.31777778,-157.92027778
12174,HNM,Hana Airport,20.79555556,-156.01444444
12175,HNS,Haines Airport,59.24388889,-135.52361111
12177,HOB,Lea County Regional,32.68777778,-103.21777778
12183,HOL,Holikachuk Airport,62.91055556,-159.52777778
12184,HOM,Homer Airport,59.64555556,-151.47666667
12185,HON,Huron Regional,44.38527778,-98.22861111
12187,HOP,Campbell AAF,36.67333333,-87.49194444
12190,HOT,Memorial Field,34.47805556,-93.09611111
12191,HOU,William P Hobby,29.64611111,-95.27722222
12195,HPB,Hooper Bay Airport,61.52388889,-166.14666667
12197,HPN,Westchester County,41.06694444,-73.7075
12198,HPT,Hampton Municipal,42.72361111,-93.22638889
12199,HPV,Princeville,22.20916667,-159.44555556
12200,HQM,Bowerman Field,46.97111111,-123.93666667
12206,HRL,Valley International,26.22638889,-97.65444444
12207,HRO,Boone County,36.26138889,-93.15472222
12211,HSH,Henderson Executive,35.97277778,-115.13444444
12212,HSI,Hastings Municipal,40.60527778,-98.42777778
12214,HSL,Huslia Airport,65.69777778,-156.35138889
12215,HSP,Ingalls Field,37.95138889,-79.83388889
12216,HST,Homestead ARB,25.48861111,-80.38361111
12217,HSV,Huntsville International-Carl T Jones Field,34.63722222,-86.775
12220,HTH,Hawthorne Industrial,38.545,-118.6325
12222,HTO,East Hampton Town,40.95944444,-72.25166667
12223,HTS,Tri-State/Milton J. Ferguson Field,38.36861111,-82.56027778
12225,HUA,Redstone AAF,34.67861111,-86.68472222
12226,HUC,Dr Hermenegildo Ortiz Quinones,18.13805556,-65.80083333
12228,HUF,Terre Haute Regional,39.45055556,-87.30694444
12232,HUL,Houlton International,46.12472222,-67.79222222
12233,HUM,Houma Terrebonne,29.56638889,-90.66055556
12235,HUS,Hughes Airport,66.03916667,-154.26472222
12236,HUT,Hutchinson Regional,38.06305556,-97.86111111
12243,HVC,Hopkinsville-Christian County,36.85694444,-87.455
12244,HVN,Tweed New Haven,41.26361111,-72.88777778
12245,HVR,Havre City-County,48.54416667,-109.75916667
12246,HVS,Hartsville Regional,34.40305556,-80.11916667
12247,HWD,Hayward Executive,37.65888889,-122.12166667
12248,HWI,Hawk Inlet Airport,58.13333333,-134.75
12250,HYA,Cape Cod Gateway,41.66944444,-70.28027778
12252,HYG,Hydaburg Seaplane Base,55.20666667,-132.82666667
12253,HYL,Hollis Seaplane Base,55.48194444,-132.64444444
12254,HYR,Sawyer County,46.02527778,-91.44416667
12255,HYS,Hays Regional,38.84222222,-99.27305556
12259,HZL,Hazleton Regional,40.98666667,-75.99472222
12260,IA1,Shenandoah Municipal,40.75166667,-95.41361111
12261,IA2,Webster City Municipal,42.43638889,-93.86888889
12262,IA3,Red Oak Municipal,41.01083333,-95.25888889
12263,IAB,McConnell AFB,37.62305556,-97.2675
12264,IAD,Washington Dulles International,38.95611111,-77.46166667
12265,IAG,Niagara Falls International,43.10944444,-78.93305556
12266,IAH,George Bush Intercontinental/Houston,29.98555556,-95.34111111
12268,IAN,Bob Baker Memorial,66.97611111,-160.43861111
12278,ICT,Wichita Dwight D Eisenhower National,37.65027778,-97.43222222
12279,ICY,Icy Bay Airport,59.96888889,-141.66166667
12280,IDA,Idaho Falls Regional,43.525,-112.05861111
12281,IDI,Indiana County Jimmy Stewart Field,40.63111111,-79.10138889
12283,IDP,Independence Municipal,37.15805556,-95.77888889
12294,IGG,Igiugig Airport,59.32416667,-155.90166667
12297,IGM,Kingman Airport,35.25944444,-113.93805556
12303,IGX,Horace Williams,35.935,-79.06583333
12305,II1,Rantoul National Aviation Center,40.29361111,-88.1425
12306,LOT,Lewis University,41.60805556,-88.09638889
12307,II3,De Kalb Taylor Municipal,41.93388889,-88.70555556
12308,II4,Logan County,40.15861111,-89.335
12310,IJX,Jacksonville Municipal,39.77444444,-90.23861111
12312,IKB,Wilkes County,36.22361111,-81.09861111
12314,IKK,Greater Kankakee,41.07138889,-87.84638889
12315,IKO,Nikolski AS,52.94166667,-168.84916667
12317,IKV,Ankeny Regional,41.69138889,-93.56638889
12319,ILE,Skylark Field,31.08583333,-97.68638889
12320,ILG,New Castle,39.67833333,-75.60694444
12321,ILI,Iliamna Airport,59.75555556,-154.91777778
12322,ILL,Willmar Municipal,45.11694444,-95.12944444
12323,ILM,Wilmington International,34.2675,-77.90277778
12324,ILN,Wilmington Air Park,39.43111111,-83.79777778
12332,IML,Imperial Municipal,40.51027778,-101.62027778
12333,IMM,Immokalee Regional,26.43361111,-81.40055556
12335,IMT,Ford,45.81833333,-88.11444444
12336,IN1,De Kalb County,41.30722222,-85.06055556
12337,IN2,Indianapolis Executive,40.02861111,-86.25138889
12339,IND,Indianapolis International,39.71722222,-86.29472222
12343,INL,Falls International Einarson Field,48.56555556,-93.40222222
12347,INS,Creech AFB,36.58638889,-115.6775
12348,INT,Smith Reynolds,36.13361111,-80.22194444
12351,INW,Winslow-Lindbergh Regional,35.02194444,-110.7225
12358,IOW,Iowa City Municipal,41.63972222,-91.54777778
12363,IPL,Imperial County,32.83416667,-115.57888889
12365,IPT,Williamsport Regional,41.24166667,-76.92194444
12370,IRC,Circle City,65.82805556,-144.07611111
12375,IRK,Kirksville Regional,40.095,-92.54583333
12378,IRS,Sturgis Airport,41.8,-85.41666667
12379,IRV,Roy E. Ray,30.45527778,-88.21111111
12387,ISL,Isabel Pass Airport,63.5,-145.03333333
12388,ISM,Kissimmee Gateway,28.28972222,-81.43694444
12389,ISN,Sloulin Field International,48.17805556,-103.64222222
12390,ISO,Kinston Regional Jetport at Stallings Field,35.33138889,-77.60888889
12391,ISP,Long Island MacArthur,40.79611111,-73.10055556
12392,ISQ,Schoolcraft County,45.97472222,-86.17194444
12394,ISS,Wiscasset Airport,43.96138889,-69.7125
12396,ISW,Alexander Field South Wood County,44.36027778,-89.83916667
12397,ITH,Ithaca Tompkins International,42.49138889,-76.45861111
12402,ITO,Hilo International,19.72138889,-155.05444444
12412,IWD,Gogebic-Iron County,46.5275,-90.13138889
12415,IWS,West Houston,29.81805556,-95.6725
12436,IYK,Inyokern Airport,35.65944444,-117.82944444
12441,JAC,Jackson Hole,43.60722222,-110.73777778
12445,JAJ,Perimeter Mall Helipad,33.765,-84.41777778
12448,JAN,Jackson Medgar Wiley Evers International,32.31111111,-90.07583333
12449,JAO,Beaver Ruin,33.93333333,-84.15
12451,JAX,Jacksonville International,30.49472222,-81.70444444
12452,JBC,Boston City Heliport,42.33333333,-71.25
12453,JBK,Berkeley Municipal Heliport,37.86666667,-122.3
12454,JBP,Commerce Business Park Heliport,33.98666667,-118.16055556
12455,JBR,Jonesboro Municipal,35.82833333,-90.65194444
12457,JCC,China Basin Heliport,37.8,-122.46666667
12458,JCE,Oakland Convention Center Heliport,37.80555556,-122.275
12460,JCI,New Century Aircenter,38.83083333,-94.89027778
12462,JDA,Grant County Regional/Ogilvie Field,44.40305556,-118.96777778
12463,JDB,Downtown Heliport,32.76666667,-97.31666667
12465,JDG,Edgewater Inn Helipad Sea Wash,47.60083333,-122.33472222
12467,JDM,Miami Downtown Heliport,25.76666667,-80.18333333
12469,JDT,Minneapolis Heliport,44.98277778,-93.26833333
12470,JDX,Houston Central Business District Heliport,29.76666667,-95.33333333
12474,JEF,Jefferson City Memorial,38.59083333,-92.15416667
12477,JFB,Seattle 1st National.Bank Helipad,47.60694444,-122.3325
12478,JFK,John F. Kennedy International,40.64,-73.77861111
12479,JFN,Northeast Ohio Regional,41.77777778,-80.69666667
12483,JGC,Grand Canyon Heliport,35.96666667,-112.13333333
12484,JGG,Waltrip Williamsburg Exec,37.23916667,-76.71611111
12485,JGL,Galleria,33.58333333,-84.46666667
12486,JGP,Greenway Plaza Heliport,29.73416667,-95.43416667
12487,JGQ,Transco Tower Galleria Heliport,29.73666667,-95.45916667
12490,JHC,Island Heliport,40.74444444,-73.60833333
12492,JHM,Kapalua Airport,20.96305556,-156.67305556
12494,JHW,Chautauqua County/Jamestown,42.15333333,-79.25805556
12495,JHY,Cambridge Airport,42.28333333,-71.13333333
12497,JID,Civic Financial Center Heliport,34.02444444,-117.95916667
12508,JKV,Cherokee County,31.86944444,-95.2175
12509,JLA,Quartz Creek,60.48416667,-149.72277778
12511,JLN,Joplin Regional,37.14972222,-94.49805556
12513,JMA,Astrodome,29.68333333,-95.4
12515,JMC,Marin County Heliport,37.87861111,-122.50972222
12518,JMN,Downtown Heliport,44.16388889,-94.00416667
12519,JMS,Jamestown Regional,46.92972222,-98.67805556
12522,JNP,Newport Beach Airport,33.61388889,-117.88972222
12523,JNU,Juneau International,58.35472222,-134.57833333
12527,JOC,Centerport Heliport,33.66666667,-117.86666667
12535,JON,Johnston Atoll,16.73055556,-169.53527778
12536,JOR,Orange County Heliport,33.84805556,-117.85
12541,JPB,Pan Am Building Heliport,40.75333333,-73.975
12543,JPT,Park Ten Helipad,29.50861111,-95.05027778
12544,USA,Concord Padgett Regional,35.38777778,-80.70916667
12545,JRA,West 30th Street Heliport,40.75444444,-74.0075
12546,JRB,Downtown Manhattan/Wall Street Heliport,40.70111111,-74.00916667
12547,JRC,Appache Heliport,44.00138889,-92.48055556
12548,JRE,East 60th Street Heliport,40.8,-73.96666667
12549,JRF,Kalaeloa,21.30722222,-158.07055556
12553,JRV,Jose Aponte de la Torre,18.245,-65.64333333
12554,JSE,Juneau Seaplane Base,58.30166667,-134.42444444
12556,JSK,Crossroads Heliport,45.55,-94.2
12559,JST,John Murtha Johnstown-Cambria County,40.31527778,-78.83416667
12571,JVL,Southern Wisconsin Regional,42.62027778,-89.04111111
12573,JWH,Westchase Heliport,29.73638889,-95.5475
12574,TN8,John C Tune,36.18305556,-86.88638889
12576,JXN,Jackson County-Reynolds Field,42.26055556,-84.46222222
12577,JYP,Olympic Hotel Helipad Sea Wash,47.60416667,-122.33333333
12579,JZA,James H Easom Field,32.31194444,-89.13555556
12580,JZB,Orange Municipal,42.57,-72.28861111
12581,JZC,Stanley Municipal,48.30083333,-102.40666667
12583,JZE,Trading Bay Production,60.81555556,-151.79888889
12585,JZG,Chamberlain Municipal,43.76611111,-99.32111111
12587,JZI,Douglas Hunter Field,36.59277778,-86.47694444
12588,JZJ,Sky Harbor,46.72222222,-92.04444444
12589,JZK,Cloquet Carlton County,46.70111111,-92.50361111
12590,JZL,San Clemente Island Nalf,33.02277778,-118.58861111
12591,JZM,Hog River Airport,66.17611111,-155.68472222
12592,JZN,Quincy Municipal,47.21166667,-119.83972222
12593,JZO,Savage Field,42.79722222,-112.82527778
12594,JZP,Prospect State,42.7425,-122.48888889
12595,JZQ,Brooksville Tampa Bay Regional,28.47333333,-82.45611111
12596,JZR,Laurel Municipal,45.70527778,-108.76083333
12598,JZT,Arlington Municipal,32.66388889,-97.09416667
12599,JZU,William H. Morse State,42.89138889,-73.24638889
12600,JZV,North Little Rock Municipal,34.82944444,-92.25722222
12601,JZW,Evergreen Regional Middleton Field,31.415,-87.04333333
12602,JZX,Angwin-Parrett Field,38.58,-122.43555556
12603,JZY,Idaho County,45.94277778,-116.12305556
12605,K01,Russellville-Logan County,36.79972222,-86.81083333
12610,KAE,Kake Seaplane Base,56.97333333,-133.94388889
12615,KAL,Kaltag Airport,64.31888889,-158.74138889
12621,KBC,Birch Creek Airport,66.27444444,-145.81805556
12622,KBE,Bell Island Hot Springs Seaplane Base,55.92944444,-131.57
12624,KBK,Klag Bay Airport,57.64472222,-136.09305556
12631,KBW,Chignik Bay,56.28805556,-158.38333333
12633,KCC,Coffman Cove Seaplane Base,56.03333333,-132.91666667
12635,KCG,Chignik Bay Airport,56.31138889,-158.37333333
12637,KCK,Fairfax Municipal,39.15,-94.6
12638,KCL,Chignik Lagoon Airport,56.31083333,-158.53444444
12639,KCN,Chernofski Harbor,53.4,-167.55
12641,KCQ,Chignik Lake,56.25555556,-158.77777778
12642,KCR,Colorado Creek Airport,63.57111111,-156.00527778
12647,KDK,Kodiak Municipal,57.80583333,-152.37388889
12649,KEB,Nanwalek Airport,59.35222222,-151.92527778
12652,KEH,Kenmore Air Harbor,47.75472222,-122.25916667
12653,KEK,Ekwok Airport,59.35694444,-157.47111111
12661,OCA,Ocean Reef Club,25.32444444,-80.27583333
12663,KFP,False Pass Airport,54.84777778,-163.40722222
12671,KGK,Koliganek Airport,59.72666667,-157.26027778
12676,KGX,Grayling Airport,62.89222222,-160.06638889
12677,KGZ,Glacier Creek Airport,61.455,-142.38083333
12686,KIB,Ivanof Bay Seaplane Base,55.9,-159.48333333
12704,KKA,Koyuk Alfred Adams,64.93944444,-161.15416667
12705,KKB,Kitoi Bay Airport,58.19166667,-152.35
12708,KKH,Kongiganak Airport,59.96166667,-162.88055556
12709,KKI,Akiachak Airport,60.91388889,-161.49333333
12711,KKK,Kalakaket Creek AS,64.42444444,-156.84333333
12712,KKL,Karluk Lake Seaplane Base,57.36777778,-154.02527778
12716,KKU,Ekuk Airport,58.81111111,-158.55888889
12719,KLG,Kalskag Airport,61.53583333,-160.34555556
12720,KLL,Levelock Airport,59.12694444,-156.86
12721,KLN,Larsen Bay Airport,57.535,-153.97666667
12723,KLP,Kelp Bay Airport,57.55,-134.86666667
12725,KLS,Southwest Washington Regional,46.11805556,-122.89833333
12728,KLW,Klawock Airport,55.57916667,-133.07611111
12737,KMO,Manokatak Seaplane Base,58.98166667,-159.05666667
12743,KMY,Moser Bay Airport,57.02638889,-154.14361111
12745,KNB,Kanab Municipal,37.01055556,-112.53138889
12748,KNK,Kokhanok Airport,59.43333333,-154.8025
12753,KNT,Kennett Memorial,36.22583333,-90.03666667
12755,KNW,New Stuyahok Airport,59.45166667,-157.37305556
12758,KOA,Ellison Onizuka Kona International at Keahole,19.73333333,-156.04611111
12769,KOT,Kotlik Airport,63.03055556,-163.53277778
12771,KOY,Olga Bay Seaplane Base,57.16222222,-154.2275
12772,KOZ,Ouzinkie Airport,57.94222222,-152.465
12773,KPB,Point Baker Airport,56.35,-133.61666667
12774,KPC,Port Clarence CGS,65.25333333,-166.8575
12775,KPH,Pauloff Harbor Airport,54.45,-162.68333333
12777,KPK,Parks Seaplane Base,57.43361111,-153.9
12778,KPM,Napamute Airport,61.53138889,-158.64083333
12779,KPN,Kipnuk Airport,59.93166667,-164.02805556
12782,KPR,Port Williams Airport,58.43333333,-152.58333333
12784,KPV,Perryville Airport,55.90666667,-159.16083333
12785,KPY,Port Bailey Airport,57.93333333,-153.03333333
12786,KQA,Akutan Airport,54.13333333,-165.78333333
12790,KRM,Kasitsna,59.46972222,-151.57111111
12796,KS2,Coffey County,38.3025,-95.725
12807,KSM,St. Mary's Airport,62.06083333,-163.30194444
12812,KSR,Federal No.1,56.24444444,-160.38638889
12815,KTB,Thorne Bay Seaplane Base,55.68833333,-132.535
12819,KTN,Ketchikan International,55.35416667,-131.71111111
12822,KTS,Brevig Mission Airport,65.33194444,-166.46777778
12831,KUK,Kasigluk Airport,60.87333333,-162.52444444
12837,KUW,Kugururok River Airport,68.30694444,-161.4
12841,KVC,King Cove Airport,55.11638889,-162.26666667
12844,KVL,Kivalina Airport,67.73611111,-164.56361111
12847,KWF,Waterfall Seaplane Base,55.29722222,-133.24055556
12851,KWK,Kwigillingok Airport,59.87555556,-163.16805556
12853,KWN,Quinhagak Airport,59.755,-161.84527778
12854,KWP,West Point Village,57.76694444,-153.55
12855,KWT,Kwethluk Airport,60.79027778,-161.44361111
12857,KXA,Kasaan Seaplane Base,55.53777778,-132.39583333
12859,KY1,Stuart Powell Field,37.5775,-84.76944444
12860,KY2,Sturgis Municipal,37.54166667,-87.95444444
12861,KY3,Mount Sterling Montgomery County,38.05805556,-83.97944444
12862,KY4,Henderson City - County,37.80777778,-87.68583333
12863,KY5,Madisonville Regional,37.35583333,-87.39833333
12865,KYC,Yankee Creek 2,63.00194444,-156.36722222
12866,KYK,Karluk Airport,57.56611111,-154.45388889
12868,KYU,Koyukuk Airport,64.87583333,-157.73055556
12869,KZB,Zachar Bay Airport,57.55,-153.75
12870,KZH,Kizhuyak Airport,57.58305556,-153.15
12873,LAA,Southeast Colorado Regional,38.06972222,-102.68861111
12878,LAF,Purdue University,40.41222222,-86.93694444
12882,LAL,Lakeland Linder International,27.98777778,-82.01888889
12883,LAM,Los Alamos Airport,35.87972222,-106.26861111
12884,LAN,Capital Region International,42.77861111,-84.58611111
12888,LAR,Laramie Regional,41.31333333,-105.67277778
12889,LAS,Harry Reid International,36.08,-115.15222222
12891,LAW,Lawton-Fort Sill Regional,34.56666667,-98.41638889
12892,LAX,Los Angeles International,33.94305556,-118.40888889
12896,LBB,Lubbock Preston Smith International,33.66166667,-101.81861111
12898,LBE,Arnold Palmer Regional,40.27305556,-79.41027778
12899,LBF,North Platte Regional Airport Lee Bird Field,41.12611111,-100.68361111
12902,LBL,Liberal Mid-America Regional,37.05055556,-100.95638889
12906,LBT,Lumberton Regional,34.61083333,-79.05944444
12915,LCH,Lake Charles Regional,30.12611111,-93.22333333
12916,LCI,Laconia Municipal,43.57305556,-71.41777778
12917,LCK,Rickenbacker International,39.81388889,-82.92777778
12925,LDJ,Linden Airport,40.6175,-74.24472222
12927,LDM,Mason County,43.9625,-86.40805556
12932,LEB,Lebanon Municipal,43.62611111,-72.30416667
12934,LEE,Leesburg International,28.82277778,-81.80833333
12944,LEW,Auburn Lewiston Municipal,44.04833333,-70.28361111
12945,LEX,Blue Grass,38.03666667,-84.60861111
12947,LFI,Langley AFB,37.08277778,-76.36055556
12948,LFK,Angelina County,31.23416667,-94.75
12951,LFT,Lafayette Regional Paul Fournet Field,30.20388889,-91.98638889
12953,LGA,LaGuardia,40.77722222,-73.8725
12954,LGB,Long Beach Airport,33.81805556,-118.15194444
12955,LGC,LaGrange-Callaway,33.00916667,-85.07333333
12956,LGD,La Grande/Union County,45.28916667,-118.00611111
12961,LGM,Longmont Municipal,40.16166667,-105.16138889
12965,LGU,Logan Cache,41.79166667,-111.85166667
12968,LHB,Lost Harbor Airport,54.22611111,-165.61111111
12971,LHQ,Fairfield County,39.75555556,-82.65722222
12973,LHU,Lake Havasu City Airport,34.45833333,-114.36111111
12974,LHV,William T. Piper Memorial,41.13583333,-77.42222222
12976,LHX,La Junta Municipal,38.05,-103.50972222
12979,LIC,Limon Municipal,39.27472222,-103.66583333
12982,LIH,Lihue Airport,21.985,-159.33611111
12983,LIJ,Long Island Airport,54.9,-132.75
12992,LIT,Bill and Hillary Clinton Nat Adams Field,34.72944444,-92.22472222
12993,LIV,Livengood Airport,65.53111111,-148.54111111
12995,LIY,Wright AAF/Midcoast Regional,31.88777778,-81.56277778
12996,LIZ,Loring International,46.95055556,-67.88583333
12999,LJN,Brazoria County,29.03833333,-95.45694444
13001,LJY,Floyd W Jones Lebanon,37.64833333,-92.6525
13002,LKE,Lake Union Terminal,47.62888889,-122.33861111
13003,LKK,Kulik Lake Airport,58.965,-155.09555556
13008,LKP,Lake Placid Airport,44.26444444,-73.96194444
13009,LKV,Lake County,42.16111111,-120.39916667
13015,LLY,South Jersey Regional,39.94277778,-74.84583333
13016,LMA,Lake Minchumina Airport,63.88583333,-152.30194444
13023,LMS,Louisville Winston County,33.14611111,-89.0625
13024,LMT,Crater Lake Klamath Regional,42.15611111,-121.73333333
13026,LND,Hunt Field,42.81527778,-108.72861111
13028,LNI,Lonely AS,70.91083333,-153.24222222
13029,LNK,Lincoln Airport,40.85194444,-96.75583333
13030,LNL,Kings Land O' Lakes,46.15416667,-89.21194444
13031,LNP,Lonesome Pine,36.9875,-82.52972222
13032,LNS,Lancaster Airport,40.12222222,-76.29444444
13033,LNT,Lanett Regional,32.81194444,-85.22944444
13034,LNY,Lanai Airport,20.78555556,-156.95138889
13038,LOI,Laredo Municipal,27.61555556,-99.52
13039,LOL,Derby Field,40.06638889,-118.565
13044,LOU,Bowman Field,38.22805556,-85.66361111
13046,LOZ,London-Corbin Airport-Magee Field,37.08694444,-84.0775
13049,LPC,Lompoc Airport,34.66555556,-120.4675
13052,LPO,La Porte Municipal,41.5725,-86.73444444
13055,LPS,Lopez Island Airport,48.48388889,-122.93777778
13057,LPW,Little Port Walter Airport,56.38333333,-134.83333333
13058,LQK,Pickens County,34.81,-82.70277778
13061,LRD,Laredo International,27.54416667,-99.46166667
13063,LRF,Little Rock AFB,34.91833333,-92.14305556
13064,WLR,Loring Airport,55.60166667,-131.635
13069,LRN,Larson AFB,47.14305556,-119.24027778
13070,LRO,Sharpe AFF,37.83666667,-121.27222222
13072,LRU,Las Cruces International,32.28916667,-106.92194444
13075,LSD,Blue Grass Station AHP,38.09111111,-84.31666667
13076,LSE,La Crosse Regional,43.87888889,-91.25611111
13077,LSF,Lawson AAF,32.33166667,-84.98722222
13080,LSN,Los Banos Municipal,37.06388889,-120.86972222
13083,LSR,Lost River 1,65.39611111,-167.16305556
13087,LSV,Nellis AFB,36.23611111,-115.03416667
13097,LTS,Altus AFB,34.66805556,-99.26777778
13102,LUF,Luke AFB,33.535,-112.38305556
13105,LUK,Cincinnati Municipal Lunken Field,39.10305556,-84.4175
13106,LUL,Hesler-Noble Field,31.67305556,-89.17277778
13109,LUP,Kalaupapa Airport,21.21111111,-156.97361111
13111,LUR,Cape Lisburne LRRS,68.875,-166.11111111
13115,LVD,Lime Village Airport,61.35916667,-155.44027778
13117,LVK,Livermore Municipal,37.69305556,-121.82027778
13118,LVM,Livingston Airport,45.66666667,-110.56666667
13120,LVS,Las Vegas Municipal,35.65416667,-105.1425
13121,LWB,Greenbrier Valley,37.85833333,-80.39944444
13122,LWC,Lawrence Regional,39.01111111,-95.21638889
13123,LWF,Lawrenceburg-Lawrence County,35.23444444,-87.25805556
13124,LWL,Wells Municipal/Harriet Field,41.11722222,-114.92222222
13125,LWM,Lawrence Municipal,42.71694444,-71.12361111
13127,LWS,Lewiston Nez Perce County,46.37166667,-117.00694444
13128,LWT,Lewistown Municipal,47.04888889,-109.46722222
13129,LWV,Lawrenceville-Vincennes International,38.76416667,-87.60555556
13132,LXN,Jim Kelly Field,40.79055556,-99.77583333
13135,LXV,Lake County,39.21944444,-106.31638889
13139,LYH,Lynchburg Regional/Preston Glenn Field,37.32527778,-79.20111111
13144,LYU,Ely Municipal,47.82388889,-91.82944444
13151,LZU,Gwinnett County - Briscoe Field,33.97805556,-83.9625
13152,MA1,Katama Airpark,41.35833333,-70.52444444
13155,MAC,Macon Downtown,32.82166667,-83.56194444
13157,MAE,Madera Municipal,36.98861111,-120.1125
13158,MAF,Midland International Air and Space Port,31.9425,-102.20194444
13173,MAW,Malden Regional,36.59833333,-89.9925
13176,MAZ,Eugenio Maria de Hostos,18.25555556,-67.14833333
13182,MBL,Manistee County-Blacker,44.2725,-86.24694444
13184,MBS,MBS International,43.53305556,-84.07972222
13188,MBY,Omar N Bradley,39.46305556,-92.42583333
13191,MCB,McComb/Pike County/John E. Lewis Field,31.17833333,-90.47194444
13192,MCC,McClellan Airfield,38.66777778,-121.40055556
13193,MCD,Mackinac Island Airport,45.865,-84.63722222
13194,MCE,Merced Yosemite Regional,37.28472222,-120.51388889
13195,MCF,Macdill AFB,27.84944444,-82.52111111
13196,MCG,McGrath Airport,62.95111111,-155.605
13198,MCI,Kansas City International,39.29722222,-94.71333333
13200,MCK,McCook Ben Nelson Regional,40.20638889,-100.59222222
13201,MCL,Denali,63.645,-148.79194444
13203,MCN,Middle Georgia Regional,32.69277778,-83.64916667
13204,MCO,Orlando International,28.42916667,-81.30666667
13211,MCW,Mason City Municipal,43.15777778,-93.33111111
13214,MDA,Martindale AHP,29.43138889,-98.37777778
13217,MDD,Midland Airpark,32.03666667,-102.10166667
13219,MDF,Taylor County,45.10138889,-90.30027778
13221,MDH,Southern Illinois,37.77805556,-89.25194444
13223,MDJ,Madras Municipal,44.67027778,-121.15527778
13226,MDO,Middleton Island Airport,59.45,-146.30722222
13228,MDR,Medfra Airport,63.10694444,-154.71666667
13230,MDT,Harrisburg International,40.19305556,-76.7625
13232,MDW,Chicago Midway International,41.78583333,-87.7525
13234,MDY,Sand Island Field,28.20444444,-177.37861111
13236,ME1,Stephen A Bean Municipal,44.99222222,-70.665
13241,MEI,Key Field,32.33,-88.75416667
13242,MEJ,Port Meadville,41.62666667,-80.21472222
13244,MEM,Memphis International,35.04277778,-89.97666667
13246,MEO,Dare County Regional,35.91888889,-75.69555556
13249,MER,Castle,37.38055556,-120.56555556
13251,MEV,Minden-Tahoe,39.00055556,-119.75111111
13255,MFD,Mansfield Lahm Regional,40.82138889,-82.51666667
13256,MFE,McAllen International,26.17583333,-98.23861111
13259,MFH,Mesquite Airport,36.83305556,-114.05583333
13260,MFI,Marshfield Municipal,44.63694444,-90.18944444
13264,MFR,Rogue Valley International - Medford,42.375,-122.87333333
13266,MFT,Mangham Field,32.85611111,-97.2
13268,MFV,Accomack County,37.64694444,-75.76111111
13271,MGC,Michigan City Municipal Phillips Field,41.70333333,-86.82111111
13273,MGE,Dobbins ARB,33.91444444,-84.51416667
13275,MGJ,Orange County,41.51194444,-74.26361111
13277,MGM,Montgomery Regional,32.30055556,-86.39
13280,MGR,Moultrie/Thomasville Airport,31.06944444,-83.80277778
13282,MGW,Morgantown Municipal Walter L Bill Hart Field,39.64361111,-79.9175
13283,MGY,Dayton-Wright Brothers,39.58888889,-84.22472222
13287,MHE,Mitchell Municipal,43.77472222,-98.03861111
13290,MHK,Manhattan Regional,39.14222222,-96.66888889
13291,MHL,Marshall Memorial Municipal,39.09555556,-93.20277778
13292,MHM,Minchumina Airport,63.88583333,-152.30194444
13295,MHR,Sacramento Mather,38.55583333,-121.29694444
13296,MHT,Manchester Boston Regional,42.93277778,-71.43583333
13297,MHV,Mojave Air and Space Port Rutan Field,35.05888889,-118.15055556
13300,MI1,Greenville Municipal,43.14222222,-85.25388889
13301,MI2,West Michigan Regional,42.74277778,-86.10777778
13302,MI3,Livingston County Spencer J. Hardy,42.62944444,-83.98222222
13303,MIA,Miami International,25.79611111,-80.28972222
13304,MIB,Minot AFB,48.41583333,-101.35805556
13305,MIC,Crystal,45.0625,-93.35388889
13307,MIE,Delaware County Regional,40.23972222,-85.39472222
13314,MIO,Miami Regional,36.90916667,-94.8875
13316,MIQ,Millard,41.19611111,-96.11222222
13319,MIT,Shafter - Minter Field,35.5075,-119.19222222
13321,MIV,Millville Municipal,39.36777778,-75.07222222
13322,MIW,Marshalltown Municipal,42.11277778,-92.91777778
13335,MJQ,Jackson Airport,43.63333333,-94.98333333
13338,MJX,Ocean County,39.92611111,-74.29555556
13341,MKC,Kansas City Downtown Wheeler Field,39.12305556,-94.59277778
13342,MKE,General Mitchell International,42.94694444,-87.89694444
13344,MKG,Muskegon County,43.16777778,-86.23555556
13347,MKK,Molokai,21.15277778,-157.09638889
13348,MKL,Jackson Regional,35.6,-88.91555556
13350,MKO,Muskogee Davis Regional,35.65777778,-95.36166667
13354,MKT,Mankato Regional,44.22083333,-93.91638889
13360,MLB,Melbourne Orlando International,28.10222222,-80.64333333
13361,MLC,McAlester Regional,34.8825,-95.78333333
13362,MLD,Malad City Airport,42.17,-112.29277778
13364,MLF,Milford Municipal/Ben and Judy Briscoe Field,38.42666667,-113.01333333
13367,MLI,Quad Cities International,41.4475,-90.50805556
13368,MLK,Malta Airport,48.36694444,-107.91944444
13369,MLL,Marshall Don Hunter Sr.,61.86416667,-162.02611111
13375,MLS,Frank Wiley Field,46.42694444,-105.88833333
